hash256,section,composition,condition,legibility,estimated_installation_year
2e96b8234973da7c53eb9762e94fc175fe51751b800be6c0bfcbb22279109330,AA,marble,good,good,1924
2eba067b84e79195e8ed438d5bf9584150a5421e4b594a94895190d6ca122bab,AA,marble,fair,poor,1820
2ed63b38f385b454d4210804a3f519b9ef64d03fe57c874966a92d7e82acb110,AA,slate,good,good,1834
2f029fee3db3b26f1215e538360e7d52da183a49690dadb2acfeb5c9884959c3,AA,granite,good,good,1943
2f39acd523f63fce20038a0a1c2088e6f0e94cfd69ba543ff619d10a0ff78d99,AA,slate,good,good,1803
2f65d18cbd99bdde489da7ebcfbe464bb591d975f40f52414715c58f8879d503,AA,marble,poor,poor,1894
2f734efa3fbbc2cf84bc8fdd74e40681f9212d53024819ac93e081431554ac32,AA,,,,1810
2fb83e1692b76bae0274dcbb5d1e7044707e73488ace98b3084549cb55a475a5,AA,slate,good,good,1837
2fb83e1692b76bae0274dcbb5d1e7044707e73488ace98b3084549cb55a475a5,AA,slate,fair,fair,1792
2fcabf5757842e982b636782c740469555c2602637d902482c04c5c537eddb3b,AA,slate,good,good,1860
30144e748c1c6fb676a9510cc7c852335f2f796ded3c962fc041a276cba313e6,AA,slate,good,good,1755
30363e961a3ddf8a35dbeee7c1b9ab4d24ac2d1806c0fe685dd69e09484558c1,AA,marble,fair,fair,1845
3070e066340548fb4162341d9fc1a39a36f03203e2ba5475df16d2031b18e1e5,AA,slate,good,good,1787
3078fd5110b680ac573871443601aacd914309038651712e6072b0b8916742f3,AA,marble,good,good,1863
3088b0a1c98235161ec64fea77019fd61421c5026a234f1be85f12357133565e,AA,granite,good,good,1927
309784e875b7ab6dbe9ecc6cc886866c6f39366a93a39e5eb0d6ccd20b6ab983,AA,,,,1865
30b32548ab99653409b5909eaab263b26ff5c59abeb9168c020ea5464b4f840f,AA,granite,good,good,1924
30e3e14aadbdda4816ca2fa4b9f62c1065c5fbe2c4eea785f7af5b99f2194b9d,AA,marble,good,fair,1821
312e03aebdf30cdc614256b74bab0cdd822660460aa5fae1765c01901de9de23,AA,slate,NA,NA,1890
3142a09bd65be9ce8460642d7cc0935cc3d7aa05c8e4617de3aa49f15e8b7e89,AA,slate,good,good,1794
31684136c23f3755100b4189280ed2a4a0874e0d4f046264f3d9317fd91ab463,AA,granite,good,good,1835
3195286f8e42b0da7e290fe2d967634d5284bbd5ba05165b0bdfdf3c05c83430,AA,marble,fair,fair,1840
31ade05ae06dffe705ac23e850e5f1e11aa6376b02ec624913a64b400e022609,AA,marble,good,good,1852
31bc4d798f27c4c9a95cc0bf6b8a503c9a4a2b4f50c785e478fe4bc7f382f474,AA,marble,fair,fair,1852
31c7a92717d5d6bdfccdfc31de1a294bc61a19c06055628debc958e873b3021c,AA,marble,fair,poor,1865
32202aba11e8180e3d571044184999ea71df3032e58109d64601086337fb57fe,AA,marble,fair,poor,1866
3283b5695e6a21a05546dca30048bbd98ae8b62c3a50dca6642edc9c4a5bd32c,AA,granite,good,good,
32ac7bb52545fd8d1c15618f0f97a76ed9a95c8abb07923d56b2a725ea5d29ed,AA,slate,good,good,1824
32bb50bfa414c5a8dea6bc681f1479d3c90ed27cb0128dfd61b2ceb22fca58e9,AA,marble,fair,poor,1831
32c8985dacde0765955ecf4e531de1de57afc7cd9e22a3e3db3ef2ffdb8d1c19,AA,granite,good,good,1870
32cb0624b8fde3ecc5065b1c6531dd8235e125848a52dfb1161c640b85294478,AA,slate,good,good,1778
330212a6c3fb52bf0570eef7f7ab7936e49f262368fb16ea8a7d211526d82475,AA,slate,good,good,1795
330a1e1813de17ae97440ff671947f6abc18b0b2a7cf640b83baf2410f0bdf49,AA,granite,good,good,1938
33462d4ce7d137a35feb6faa8e754376bd9fe7a5b6785d76e2f5715e17369989,AA,marble,fair,fair,1837
3348d2c5c4a7befd80f47566b6918c7e50e5b38a35d11a173515486ce158eb91,AA,marble,fair,fair,1858
3359207ecefb018c95885a734ec699a761a0df055df9efa407985f8ce2b00e58,AA,slate,good,good,1821
33738a774859b6f050a1ce8af34ecdb9e21e71ab0f6b27a46b40ba12306aad51,AA,marble,good,fair,1882
33a185c06cb310648161c390bff7643cdb8f87124d6fc2b98a58355e3e950c4a,AA,marble,poor,poor,1834
33d062046766a7c0053cf2581f0458fcee28b6be3748f88f232f0380f010c65f,AA,,,,1833
34a629e4d84169c03e732814a0b73778f3d48a4b83855db62aebf2a3280cf375,AA,slate,good,good,1871
34c573e930edb6cef4c61e9668fd997dba3a83c458e17a798e23d37c01603124,AA,slate,good,good,1898
34cc0c90996aa88da5054aa48220d166582f7bae76dcd0882c4f44e671746f1f,AA,slate,good,good,1810
34cd8aba7399c97575759c16e191f3eb08350912af7143d056c3ba5009769031,AA,slate,good,good,1820
34e6558574ba27afd1390dcd15c90c2362790f52a034f9997090517b8366d12f,AA,,,,1718
34eabbdd8088df3b657174682a5d4bed0712fd39ad1ba6290e2cfc48a85536c6,AA,marble,fair,poor,1821
350ae85f83fcda9fee66d67ca0ba6b5d63c799dfb1c297a6d079f162c5d87331,AA,marble,fair,fair,1880
350b84afada1abf3e714e1b2320f33713fcd05d6bf849bb53bb459cb9fb8f958,AA,marble,fair,poor,1853
35194ba4b395b6d0e41160b58125a1bba7bc36172e1d2cfc5c2085a3fe6837ed,AA,marble,good,good,1852
351cf216234aa037aa9b077cff04d0e968de7acec18c85a4557924d8521a9862,AA,granite,good,good,1943
353edbff4027901a1d412f26a52034a6ba11eb7655f3026ec841e2c8a5c5dc3c,AA,marble,fair,fair,1847
353f88d84fd8958b76d991e1b80563159f41ad2d8fde2d8546a3c922ff86f12d,AA,marble,fair,poor,1844
3596f283d4d7dcbd4d79e86b9d4ca565334722d3ef1af7f5f9c94782e93fcc6f,AA,marble,good,good,1882
359788336e306dbda4567a65f36598889e7f9755354661ba5c0b67b11dae1074,AA,slate,good,good,1922
35c476e3ef0570eb55e1e5c42c3c0fdad9a1fc9d2d683753832b7fb42d559674,AA,slate,good,good,1808
35d82b6af3bec211dfed1d17571471289992a6fa4f74cc4267808fd5b1f1f23e,AA,granite,good,good,1909
3616d8b1adc54b6bc27f3a4a19adb6612b9345b3bce74653ecad2c4d4e29754d,AA,,,,1791
361df6a7ddb7b9f6f54b9cd8bc51b61b3cea1a7cecb8857b6a32cea5f9eef662,AA,marble,good,good,1858
36517ba77389e5937732f6e37bc6883664da7ba1bd9b9734b7e45ad07f901407,AA,granite,good,good,1877
365e392fb3dd1ecd36b7d5e23fbc77bf5833bdfde07459a1dbb62c2c2a262762,AA,marble,fair,poor,1851
36607efb95b9d82e3734559b40b1389389c48fced19b10ed40c01c6ff2bf0d44,AA,slate,good,good,1817
36b06217bcba8aa84febc8266344444235aaf365f45fd9be60e953af5c72549b,AA,slate,good,good,1744
370abd554d83b4d765e29c44b42f96f9f1056e2bfedfb8fb2887e636fc76c485,AA,granite,good,good,1911
3798a308da59f56ec38596d4bd935db4f7851a94d1fb3d74926680b4f768fbaf,AA,marble,good,fair,1849
37ceddc06f5d30ea8f25c0e11bf5e2fd67778f4f3bdca3a72502e2346e3ccb46,AA,marble,fair,fair,1838
37efcf3d1fe70e07d535e6f84639527683950d9138f6cb8468f1424265765586,AA,marble,fair,fair,1864
37fd80869deeec9999556ac9437cf8f1a04bc8b9772787fe2b760f906416d245,AA,granite,good,good,1882
383a4f62a6f124476f5fada99e98f52036300cc23072d4520ff34c1fe0a163d5,AA,slate,good,good,1812
385c6d7b728ade649bf9b5c573a297a9904c4367a2b0b87d8fa4c73f839d0742,AA,marble,fair,poor,1840
38611162080a4cafeb2e0854d04e91c35d6a76181a33f5b06b2a0e4fcbee640a,AA,slate,good,good,1821
3872bd907c7d3e9de6da8230e6c3b2b87149b83c136531856ca359f242570cd6,AA,marble,fair,poor,1832
3884972f6798ba69c0513646dfbd0105745499280597cd92ff31c0fd7ed112dc,AA,marble,poor,poor,1826
3897bf74bdae5bcd010645c74644ecd77e38d2ef3e00621a3872d4fe53a9b285,AA,marble,fair,poor,1806
38aeb8b6297c116cc61267fd65c196c2d8916a585f47735b47c3a4d3d3e6531e,AA,,,,1850
38fcbbc11aa0eb9be05a9c0cda931b822bed3d8897e1305937ae1dd60932b68b,AA,granite,good,good,1868
391fa846e067dce64450efb9a6ce99b9f81eb19787f26be9faee779262685755,AA,marble,fair,poor,1884
391febeee0457b53be29e6db239dc1dcb578893c4a1df9ed7b78f70230f1fee7,AA,marble,fair,poor,1846
392e12f0ef34faff42607b3bd05fd037e96eb286d9ca8ca5d1f7a4f350d15697,AA,slate,good,good,1802
392f3dea41b15fe4acbb6049a771e2f66ac2d5ab799ae061e920804b475defec,AA,marble,fair,poor,1876
398044b4d05e76fc38f43ec5b5fc185a0dd5fbb48db2297d5535849b607e03ef,AA,marble,fair,fair,1837
3999c7c1214369a7a66a2a0dfe01fd3df13410b976616e603b2008a7654e0258,AA,,,,1786
39a0ba1eeb3e209ae2a4dee802ada5851326de31deeff653367b3da86185f394,AA,marble,fair,fair,1884
39c6c3b313f875e6a2d960b07e914e76b3f9794cb17552a3dd6f4a1a168d9f74,AA,granite,good,good,1905
39e2e3c25b2875c2fbc9fff24d1b1b5b02cf27f8b741bd53e761ecb61427f76e,AA,slate,good,good,1850
39e74acf71413523f70ff627ebe7e0d9343f2155848a3774066d1878e8009155,AA,marble,poor,fair,1849
3b04eea6a01ddaf1e865e53def09767a356afeec0d9d658017c25bfaa0d7fc4d,AA,marble,fair,poor,1839
3b4a032b1be9bcffbae091fdb710d9a7229112f4be6846486527d05be1728034,AA,marble,poor,fair,1867
3b5d7512fcc7dac33c6fd5b00151ae48e5a76e91762789a3af41dcdff3a10a0b,AA,marble,fair,fair,1864
3b630d67976c049edf22b89d3545616af20191e4ba2c5f90121eaa52fb46531a,AA,marble,good,fair,1894
3b6be7ce62665a610f25549f424191751dff810f88db560f4faada6e1029020a,AA,marble,poor,poor,1809
3b7a1ce802b590c5041994205541888f48eb0e90ac2e528f64705de4ce7933ab,AA,slate,good,good,1821
3ba973e2d160ca52ea06c84d55758783988171fa8a98c7bb6e51d377bea04557,AA,marble,good,good,1844
3be5e9743cd913b85da93c857e942b35927d14f5587f4883f3c0499f6693a26d,AA,marble,good,good,1863
3cb6dd998a792599e71848a034404b3750f4455660d0b03b8f62a5f3b5b84e9f,AA,marble,fair,fair,1877
3cbf13c92e99c5f99399155b9306988332524526163797a6fe659a889d15dc56,AA,slate,good,fair,1784
3cd30527a7c78d695db13ec58824fc52a3208ee33506d7d0cdb6e24d328ee869,AA,slate,good,good,1854
3cd62023965d6a3beb53ee961ebc6e0943bbb6d921eb612b72f68dbd0a9f5821,AA,marble,fair,poor,1859
3df53f39259c017d4cb9eb33c504a578426f2cfbf970e92cb84ea8ff2caba875,AA,granite,good,good,1838
3e27241e7c95c81c7d1b016f491d8f42da7457e7fb87ee33643ac2eb6bc39523,AA,marble,fair,poor,1827
3e3173c2515c3ae31f1851333da968ee4c303a9e42e965c61bce8d8c80387e62,AA,slate,good,good,1832
3ec3971a33c4feedd1e438120adb222af3b1023f7a2b959639623d69df30f0a4,AA,marble,poor,poor,1824
3f2accf5f6a051bebbd81d4e816fbeba0a78365a31abe499c410aa9c4b3ae59e,AA,marble,fair,fair,1881
3f315bb275bbbb1c9d8f7da6877b78dd44bf21a00b99ba0e058d2114d6737ca5,AA,marble,fair,fair,1826
3f34a95e52d64196595d78db127283cb4014c7b85bc6558c819f91791dc2243a,AA,slate,good,good,1821
3f358d7aedeeeac77834bee2a63db05627eb33058aa44b9ef81e5a252e0e2b4c,AA,,,,1814
3f39309bec4d80d0d34d5ec418db562930a1286501a765b9803aa76ec5a0b038,AA,marble,good,good,1880
3f5bf1a731ad9b43d2912cb830c6324aec9580e79e527064726ce93b391a2eca,AA,marble,fair,fair,1871
3f6011ad684b513009f06e6207b42c7617c5eead90a551a793ec1e32620f4814,AA,marble,poor,poor,1821
3f601e884c6b5f8416ac08ce027fa15d61ad178c3f766a61f80f065253b73654,AA,marble,good,good,1843
3f842bbdf581a3715962cf195f3c17ff299ad228e7f524eddf2d388e2ea4a674,AA,granite,good,good,1909
3fa41f74e78c9936789ce555c4e5f56c5706466292e3025eae5a426c709ac6f1,AA,marble,poor,poor,1826
3faacbd36b3af1ebb62c01f18594f9234a277bff369b1d07e2f5c2b8b7124bca,AA,marble,fair,fair,1891
3fb70b3e86ccdf887dac562482434fbb345afb38543ec1ee01d43a6692b236b5,AA,slate,good,good,1817
3fcac66a81dc54997d972d657562c93f1347549fbc1e7310b655c34822f8c58a,AA,marble,poor,good,1853
3fe3e7de654cdac13d2df580851b0b0af2bf84c98f443291055a7ff5d57a978f,AA,granite,good,good,1855
3fe4879faf7bbf6ad4f19a71ba07a7b52abaab035419679d0b695eeb6301eba0,AA,slate,good,good,1831
3ff0a8caec4abda4eb3c7c468c185a16ef7aa1395bc1d53a54cdb698a4993964,AA,marble,fair,fair,1842
3ff18eb691261853bd1e716f38e9cd2a4f697066de03987390af96913e557f1c,AA,granite,good,good,1850
406ade6e9a6554dea1dac04d247807f6226459f0539a4495cce56a41a67e8be7,AA,marble,fair,poor,1809
408569d8307db455fdb9c90c042b3cffb9a4b7b9e28e4447e288c7c44bbfcbd4,AA,marble,good,poor,1833
409cb0cd93d1f0cf974007c99e7c49271a999f9e8255675cb0339cf52c4b0f7e,AA,slate,good,good,1813
40f8dc0e2bfdcf5c4e8944a828097d77d67bc2020b2ea7490396990a71170a4b,AA,marble,good,good,1823
4105a032a6eb74ee74dabe84e116c0d9e3d04365edcee432fd2b29ace8055744,AA,marble,good,fair,1885
4112b65f7f3094c2ab834639156ce8ee3f3f4d4ef292c34fe215ced784f981ce,AA,granite,good,good,1898
413ce8c8b487e8106cc8911d3c3cc01bafe153affdd0957c340e3ea3bd8b8b93,AA,marble,fair,fair,1826
414a41f89148ccec6732c36ec7d4d1e78ec71f9ba297e7185f7d141c2c176396,AA,slate,NA,NA,1792
41923b27e9aa0373d71a9f189c042b6ff9f67a84bbee6b698d2eb1b706238104,AA,marble,poor,poor,1871
4205c31bbb90e41804b23a01236cb42c9f2cb87841bfe7a2c98f636bae8f887a,AA,marble,good,fair,1861
420e36a63d03282fee72a787664ec5055b10edfd45364c1fe4d1d05e8696df54,AA,granite,good,good,1987
428286b372b89bd8eab513918da806bf3e99935e39d5e3b8b3d1d549771d8e0f,AA,granite,good,good,1940
42f049472e429650203e3185f68ee858af03f1ef9201abb5662fe32e4c0c0ae8,AA,sandstone,good,good,1851
4306bde0ae2f95bae81dad3ef4800f21990a9749217c1bc1bd58eea4c75b392f,AA,slate,good,good,1836
4309ee35b0c5c30e4948ae44130da03bf5782e7b5f27074b893d79bf1845fd9a,AA,slate,good,good,1787
433481a3f4320451ab9df76d68f7b22e6ecf6c9229cd7624166150d6a0711329,AA,,,,1810
437d35c0691c156f217093be3e528247d3575da4385a546c68e6df2777fcf738,AA,granite,good,good,1885
43aebaceaf4e389c87aeedf84d562addb84a06915d195179e3bdb7c1f23013b8,AA,granite,good,good,1909
43d0cb440c7ed01703b3bed985e1731d06656c57930bac10083d762c85681c61,AA,marble,fair,poor,1815
4404ef17d8d3727b0d8db155071e77110e15079cd6a7a95aa932bbf3658f1f91,AA,slate,good,good,1832
4407952415f2a143164ef8146db51d6a96c2266b686a19a106cf65b1f3a97067,AA,slate,good,good,1776
44278b41729ce943de0fd38a1cfae77aa549857c99e62d0af5a5c039b29cef1a,AA,slate,good,good,1802
4488cb3266b41b4a690093ab4e986ee6efb0732a6ea364336ecd1960f6c0d54d,AA,marble,good,poor,1890
448a30f7a9e0e2b4533c3246266551c896314dab697a3780db0217cb5440d01b,AA,granite,good,good,1936
448cb93cce3377930f46415d46f993a7087f1cc0775c867e6ea6658db4b45499,AA,marble,fair,poor,1828
449e1d6fec535c770442a60c755acc9742138ecbefed4f3e05be3004fdb9a3ef,AA,slate,good,good,1820
44db42859713cf17f0a2457500366fb885065d4ded209f593f9a84ae3b7ead1f,AA,,,,1810
44dff54fbfa7723b06e440ff4a82d5b53f46bf55a5973889ebf6c2b303b42a1e,AA,slate,good,good,1787
4505fc8bcd5d33771aa4ee5d9d432ece59d8b085cdd2ea02ce4dabf8d7f0d3f3,AA,marble,fair,poor,1819
4537f956aa9e11533a1f9adab77835ef8477a4db65fb532f0ef59c63a9eedb9d,AA,marble,fair,fair,1852
455c770be74b34a5e7e19bcbfa6d089ebfc424dc96c7b7aadc8f1b3593ec471d,AA,marble,fair,poor,1814
45c5d19af99fc88d749fdaf026bf68385f0374a4002877624cde5bae1c15f0c9,AA,marble,fair,fair,1826
45d89af2fa7d0ad8d5da0c1a06a073b123d0834ed4a92737b5377d562d5280a2,AA,marble,good,fair,1857
46083cba28d5d3b1465ec9038df05b5d66d0bbce3b0e424d1c57c5f2d8cb2de7,AA,granite,good,good,1914
4635a16478a9b5251ce22295bf396e0e7dfa5dc7917d846323fb54b70ef8e694,AA,,,,1804
46399ffea88e803cbc6b5c1de03d47d83667264e600129aaa8b9f441e8620a14,AA,slate,good,good,1825
4655984136091799f5fc661ee578d8148b25f09874d4455ea430985f125ed2e7,AA,granite,good,good,1834
46619187a3259cbe9ff960fdd7a528883381bdcbb86941f8b5ce7e162e5def0e,AA,granite,good,good,1875
4662c924d8054341c0d801d7728fd86ad1551cb08ab7b2bff4fab65a19b0911f,AA,granite,good,good,1906
46c70ba652562ac56ae7e5994af9ba476a92664cd4dae3a59b093b36f2294b97,AA,marble,fair,good,1871
46ce47b94fd17e63a3e4d67b87c15bdb2996855382b6a969a232ec29f1ce247c,AA,slate,good,good,1792
46d310a103ef49dbf68000f72472ac1546ee359248fff447de08e34aec670052,AA,marble,fair,poor,1800
47109bf2280b569eb8d3c5dbee56c2322f891fe1adddd5fd0b754e38bae7a51e,AA,marble,poor,poor,1824
47507757d962a3ba9768f194b226335514e732e1d6976f2cbe7b52264dd0008e,AA,granite,good,good,1923
47af732c31f39d539b6806874813588819096f08a2eddd2bcccebb83c5b3af51,AA,marble,fair,fair,1830
47b6ec8dfb98294b5fdd41424cbb226a3417a03418204385b6745b7a72a67761,AA,marble,good,good,
47be1867a3c4de6cccce807fa5a5afb48c0f338d461a1d9c9fb5480b7b36f272,AA,marble,fair,poor,1813
47e56f3c1953b2e39ca1ff193340fbd9497759c78b6a4d2fa2774ddc8e1fcc27,AA,marble,fair,fair,1830
4854d4f7e9cf4d2a875ae85c7e802b2828b0d2e9bb849252384c67ff0162b1de,AA,marble,fair,fair,1837
485d9c40df420761c0e8599d5673912c5d2c4ea8c7ffd7ee2c838b066e5e4c29,AA,marble,good,good,1878
487c8f0c210101bcb2f24f35c2b16031444c7faef7ea5330652b944e3dcc5836,AA,marble,fair,poor,1880
48948e34435da2983e8ecebbccd8f34048f27c4221ca23d4ccc5b823d033ee04,AA,slate,good,good,1821
48c97dcc879279ed82311453533ae68aace85a1ce4f525bd9f876e3a13963840,AA,marble,fair,poor,1843
48d3b0cac3758da4c5d86e2cb3efacd28b7c808ce1a2cfbed11ffaa7c1ec5396,AA,marble,fair,poor,1820
49099f6162a3aedde0369549af979c50ed08ac3de7a5be8b19e09bb0ad74a6e8,AA,granite,good,good,1939
4917f34bd322b327fea1e8884421555cb034f35bc62c9c143b45c817cb8a6e7d,AA,marble,fair,poor,1797
491ddd3edd2a288fa914f9860b15ce0c68b669086ee70b7b462ada8c2bf405a1,AA,granite,good,good,1898
494d18dcf81c741dd9c74023e9163ee53e8e7be24400a20ba607a984f6862807,AA,slate,fair,good,1791
4993ab5ae74f9033e2ca1ad4004caf935f000fe155697618e65a0b65bdf928ec,AA,marble,good,fair,1842
49acbfcac684e0dac4ddcdd5ca0009580be7df0d8e3eef0331a2668b7674a703,AA,marble,good,fair,1892
49c842ea55184a818971bea23457fbf0ea1e9fcaeb8a8657681a4258ae6176fe,AA,marble,good,fair,1833
4a2df7c00cfb7032b2f64556275f07e276ff5f6f6db8be4cf4dee0cc44f1cfe0,AA,slate,good,good,1875
4a77e95ec5b5eee6ce017c5491ed7ba3bb3e3cd269be65d761a92fb7c8c0cf1c,AA,slate,good,good,1819
4a96a933e946c1d73a56b29410566ee6722a2b6536c33651fc8a1a6f1ae78915,AA,marble,poor,poor,1860
4ac5812e2e8aac558e9e23ce04495ed6f22e003e4e4e60b93a18f52025f23c25,AA,slate,good,good,1815
4ad449fa128b4d436300e84f7c6efa6985b729c47d4634be7ad20cb23d750a2d,AA,marble,poor,poor,1820
4b02e0a5b6fc55ef052f051be1a45c2e58cec4baecca9085bc69e6f2d463afad,AA,,,,1815
4b1a0818ea84b736ac5dbc10fc5cbebb78405335a091862f8c804ab08df21482,AA,marble,fair,fair,1906
4b2508df7e0ca90ea931f5fada4a8a6fe6b303377eb0ee15febdea6bd39e6795,AA,marble,fair,fair,1872
4bad3a3d13c72a5004ec88458846d9d949283a7dae76e91c249c10f6b41c5f1a,AA,marble,good,good,1894
4bef622d5b1a005088e7568cf31a7b52ff125217309c2d2147765716fa095b24,AA,granite,good,good,1842
4bf7ce39a9751cac98201096cd854d3037b388cb368e917dd36305ca3dd506b8,AA,marble,fair,poor,1820
4bf7fc93d60bbdf8d88a069e5437da65aacd31a5e33360eac5c9183008d7639e,AA,marble,good,good,1834
4c5cca0a3d031fc8d6309bee911bd5c866077a0934e34bc12d6e89f439aa641f,AA,slate,good,good,1842
4c7aacfdc46ff2a24b9f13e505929f67d81c7c33d99e144e812d6f7f8270de28,AA,granite,good,good,1873
4c8b7f4f4f770f734fb549a4edbf14c02a1fbd18125b44a0dbc5459c77817c38,AA,granite,good,good,1901
4ca3f660adf4e0e457f04982fa3d774e96be831ef62797280e9d2009a4a17306,AA,granite,good,good,1921
4ce689788c2b065cf051d2833c8b56e3afa18579aebde586809cbb7793480bc3,AA,marble,poor,fair,1835
4d48e4b75ca8227a992e4438520cfeb1062c1b346743455d3c4dea268e56139c,AA,slate,poor,poor,1817
4d8718a9bfe9fb8106852a1cf128f2e090b388ad449772b69edd493fba294fe8,AA,slate,good,good,1799
4df9a65a532873d812320eec10f9808ac87be26818117faff8b21b1cf101c8a6,AA,slate,fair,fair,1723
4e4fee3dcfcbe00e8e011fa915201deebff6269c27101c9f9b8d0615888a8b01,AA,slate,good,good,1844
4e876ed46a2147db348fb59fee87e8022f3cc9c0e7fad7a0be6dc4ea5018e37c,AA,granite,good,good,1910
4e89cbba3726832f0898af87a7310fa1cfe1fea33b22ea5df6d60433fcc3e1a7,AA,slate,good,good,1791
4e9b291f1c9bfc7814cf5553b1ef2c6f3e95670e9264816e8f41904dff33c8d4,AA,marble,good,good,1851
4ec414fa616ebb53c867e233e3f563f0d7ba1c169cf2a49fb176471d87bdd304,AA,,,,1816
4efbc4510b0a9aadb6d0fdcd2d90c3dc4137da2e82b7f787a97a91396765a567,AA,marble,fair,fair,1854
4efd8ceb8c54bd20d81ea5307792fbdfc7538253c3707d942ad3868226f80d11,AA,granite,good,good,1892
4f11ff879184d68a782b4da96e2a26825b08ff18b8c7168a97a5e83210b6448c,AA,marble,poor,poor,1810
4f4fa2b0076da44d165a76fa2d2a4423a1aec14c0c90f0053ecc4b32cc5b02d3,AA,marble,good,good,1897
4f6de90bb14fb82523ca830e105037720786e71d5c3439ce062aef970b3c2a98,AA,marble,good,good,1865
4f717bfdbc6bdbeb777cd2877ff6c3fc7c1d862f3759b6607a1da8b11a8a4065,AA,slate,good,good,1849
4f732a7d8b8d956433d2a6acd8fa46ab22ef5a7b3378e85d39c222778863af69,AA,marble,fair,fair,1829
4fb3606924010199bacc1debac1ae25301ccf740633219cb71b13fe7e5e27a78,AA,marble,fair,fair,1830
4fd6914047efb69a65197215019e881668f8eb6fbec9eb871948ce6465d9a683,AA,slate,good,good,1800
50330b75b16f8eed9e14c9a4e931581e357af3389ecc728212d7216f75a43a0c,AA,granite,good,good,1985
503e40c3a1ae5eccea9cad7b504741f971b739d98799c052e84e6bc19b40f054,AA,marble,good,good,1830
50e3aa303ee5a0fbb83e811d1b041ebc4e49b2f0f726732436958154e3083cc3,AA,slate,good,good,1799
512096282a06e65cd950655b801e8d5cb9d39d5abe61d1d968847416110870d7,AA,granite,good,good,1878
516efa9a52d7ff7b3566d69b88ffcfb57bbe92bf13531a28583f7f78535d632e,AA,marble,fair,poor,1831
517a05cd5f6ae6b21b36136d6c7932907b6d30e0b181c91bf6159e022db43175,AA,,,,1825
51cb3160b23221e38995374375e1244f7da729bc58f65fb37fb4b85cb17a63a0,AA,slate,good,good,1756
51f6eef7c34960ecbbc4fa0eea329a36b8f2b1cb8ad80a87222b844bccd7a367,AA,slate,good,good,1815
52300cc6653b9c4c26014813f074548bbd81ce254359d3d209da4d44b4e1d0e4,AA,granite,good,good,
525ef86f40b81b86db5d06af16154a5d06f19679f9da245ebe50868bf682a642,AA,marble,poor,poor,1851
529fb76edd3fd73488bd2f57e134d77e167516dfd1fbdd362766d0fc455ce2a9,AA,marble,fair,poor,1826
53022f3b6f2d200286478b8adae4386ac52821487a17af1c2b2ba4048beecd23,AA,,,,1892
5309de8032d0eff2e06649cbd9fabcf776cf094fb85a8b29b5787be21614ad65,AA,marble,fair,poor,1806
53406e67907ad6bab8b65f02ba0c42585e36d5dd08b296a29a4b2be6c2d58b24,AA,granite,good,good,1972
5389579a4d6cbbfa71a469e6facefa65abc5299a93ee308bc425aca6baa4a8eb,AA,marble,fair,fair,1865
5389e44583a25dfe23ab46db11b7531817b9fdfb65e77d57e7196a344a0338b2,AA,marble,poor,fair,1855
539d665c59b2a29a5e0290fd4d69e0b552f978cecf77cdb1463f7d1bbd3db56b,AA,marble,poor,poor,1862
53a776fb8c42252d815dd5d60935f73ec5baf417c373b79a0a8ca9a9e6f3de0f,AA,marble,good,fair,1839
53e3016f29f6fb00bf0606d80d1f8125d5daebce77cb0e5417e9267374a8c72d,AA,slate,good,good,1813
540c9df70140bd4fbdd38e66b63b908056522492cfa58ecd3e659351e00f8121,AA,marble,fair,poor,1826
5410bc22f271d95347ecedf7504ef14a45bbefd96068ec16507dfea07d214904,AA,granite,good,good,1905
5454293ab16c2390568adba80077ec5011cb5775517ee2dea2850ce254d0c466,AA,marble,fair,poor,1801
545dbcfe472633317d2392802526acf8874ae551ea25843eee06a12bb3946856,AA,slate,good,good,1818
54d4952dfbf7737a042bf5fd35ba2049c72f758cce3b5b24a78289fd0d65453b,AA,marble,good,good,1848
54e00f58a1ede008f3a79d9f8a4100cfe4623b855ec41c29ccf9bd767bd2d19b,AA,marble,good,good,1895
54e0a5678a172f0e8df6c19b7f25252891a521037d478b03ba377a1ca5bb33ff,AA,slate,good,good,1830
54e806196c898f2a584f64440778154813360651d7dbe2bcba4dbb617fa5f01d,AA,marble,poor,fair,1866
54efeae628f5dac66a6be8bd6fc3de106900791905a50d757d78c1562714125c,AA,slate,good,good,1797
5548570441d0d77f5978a778d462d7c4168c5ad43f1d202af0885f2f6217c437,AA,marble,fair,fair,1852
554ed36ec546ba2dcb43ba901089594704acd71abc94a6e037b71b051890af85,AA,slate,fair,good,1809
5573cdd1fa7e44437e610c8b65ea9b57024dc9f1432a6ba0f4fad5fec966fce7,AA,marble,poor,fair,1830
558683bae082eea3d05a0c01c7c27385194da61fcb190aca2791aa319e34c68e,AA,marble,poor,poor,1853
55a4ea5e46a27ab15df6dea89c5f4e0c7ab852a4c7f893c9d5821a85ce6e9cdf,AA,slate,good,good,1837
55edb1ff2cc18d4ae13cb6aaf4b48bc4eac6088f055a0158a57e537353d8b0d0,AA,marble,good,good,1830
5611f197b5420eb59f359c5a61f19121879c71eacc987f635d4f864acb57b920,AA,slate,good,good,1814
5615aeded578429574494c3298c7917cab8dcfc7181d6d04a283420d497dcc19,AA,marble,good,fair,1826
56b2babf67305d85691a3ba90bcf15a9699f75dff6ae20fc3637d46732d0558b,AA,,,,1830
